,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"control_contribution_original_scale[2023-07-30T00:00:00.000000000, conversion_rate]",2445.727,1118.455,339.934,4558.554,21.081,16.805,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-08-06T00:00:00.000000000, bounce_rate]",-16727.622,3028.71,-22727.233,-11189.064,64.689,45.79,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-08-06T00:00:00.000000000, session_duration]",6953.903,1427.097,4325.491,9703.731,28.946,21.165,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-08-06T00:00:00.000000000, pages_per_session]",10786.223,1723.643,7389.491,14047.102,31.08,22.456,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-08-06T00:00:00.000000000, nps_score]",4202.398,1034.329,2343.226,6178.889,19.484,14.081,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-08-06T00:00:00.000000000, conversion_rate]",2943.454,1346.071,409.113,5486.26,25.371,20.225,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-08-13T00:00:00.000000000, bounce_rate]",-11674.432,2113.777,-15861.641,-7808.998,45.147,31.957,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-08-13T00:00:00.000000000, session_duration]",7984.081,1638.513,4966.286,11141.279,33.234,24.301,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-08-13T00:00:00.000000000, pages_per_session]",10035.635,1603.699,6875.274,13069.597,28.917,20.894,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-08-13T00:00:00.000000000, nps_score]",4588.691,1129.407,2558.62,6746.865,21.275,15.375,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-08-13T00:00:00.000000000, conversion_rate]",2256.934,1032.118,313.693,4206.666,19.454,15.507,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-08-20T00:00:00.000000000, bounce_rate]",-12815.307,2320.345,-17411.708,-8572.126,49.559,35.08,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-08-20T00:00:00.000000000, session_duration]",6310.546,1295.066,3925.308,8805.967,26.268,19.207,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-08-20T00:00:00.000000000, pages_per_session]",12398.596,1981.301,8494.106,16146.926,35.726,25.813,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-08-20T00:00:00.000000000, nps_score]",3242.519,798.076,1808.004,4767.555,15.034,10.865,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-08-20T00:00:00.000000000, conversion_rate]",2205.445,1008.572,306.537,4110.696,19.01,15.154,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-08-27T00:00:00.000000000, bounce_rate]",-15433.067,2794.318,-20968.368,-10323.14,59.683,42.246,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-08-27T00:00:00.000000000, session_duration]",7275.38,1493.071,4525.457,10152.332,30.284,22.144,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-08-27T00:00:00.000000000, pages_per_session]",10591.626,1692.546,7256.176,13793.675,30.519,22.051,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-08-27T00:00:00.000000000, nps_score]",4424.809,1089.071,2467.241,6505.906,20.515,14.826,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-08-27T00:00:00.000000000, conversion_rate]",3346.785,1530.518,465.172,6238.022,28.848,22.996,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-09-03T00:00:00.000000000, bounce_rate]",-9895.396,1791.665,-13444.528,-6619.006,38.267,27.087,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-09-03T00:00:00.000000000, session_duration]",7485.126,1536.116,4655.924,10445.02,31.157,22.782,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-09-03T00:00:00.000000000, pages_per_session]",9090.451,1452.658,6227.742,11838.666,26.193,18.926,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-09-03T00:00:00.000000000, nps_score]",3464.93,852.818,1932.019,5094.572,16.065,11.61,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-09-03T00:00:00.000000000, conversion_rate]",3166.573,1448.105,440.124,5902.128,27.294,21.758,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-09-10T00:00:00.000000000, bounce_rate]",-11799.459,2136.415,-16031.511,-7892.629,45.631,32.3,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-09-10T00:00:00.000000000, session_duration]",7990.534,1639.837,4970.3,11150.285,33.261,24.32,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-09-10T00:00:00.000000000, pages_per_session]",10619.426,1696.989,7275.221,13829.878,30.599,22.109,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-09-10T00:00:00.000000000, nps_score]",6765.978,1665.299,3772.659,9948.184,31.37,22.671,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-09-10T00:00:00.000000000, conversion_rate]",3647.137,1667.872,506.918,6797.844,31.437,25.06,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-09-17T00:00:00.000000000, bounce_rate]",-11161.299,2020.869,-15164.465,-7465.765,43.163,30.553,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-09-17T00:00:00.000000000, session_duration]",7045.062,1445.805,4382.194,9830.938,29.325,21.443,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-09-17T00:00:00.000000000, pages_per_session]",10841.822,1732.528,7427.582,14119.509,31.24,22.572,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-09-17T00:00:00.000000000, nps_score]",4986.69,1227.366,2780.541,7332.053,23.12,16.709,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-09-17T00:00:00.000000000, conversion_rate]",1887.93,863.369,262.405,3518.884,16.273,12.972,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-09-24T00:00:00.000000000, bounce_rate]",-11541.59,2089.725,-15681.154,-7720.141,44.634,31.594,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-09-24T00:00:00.000000000, session_duration]",9012.242,1849.515,5605.826,12576.013,37.514,27.43,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-09-24T00:00:00.000000000, pages_per_session]",6838.688,1092.825,4685.09,8906.152,19.705,14.238,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-09-24T00:00:00.000000000, nps_score]",5150.571,1267.702,2871.92,7573.012,23.88,17.258,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-09-24T00:00:00.000000000, conversion_rate]",2402.82,1098.833,333.97,4478.58,20.711,16.51,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-10-01T00:00:00.000000000, bounce_rate]",-11348.84,2054.826,-15419.27,-7591.21,43.888,31.066,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-10-01T00:00:00.000000000, session_duration]",3870.629,794.34,2407.622,5401.218,16.112,11.781,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-10-01T00:00:00.000000000, pages_per_session]",12287.398,1963.531,8417.926,16002.111,35.405,25.582,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-10-01T00:00:00.000000000, nps_score]",4600.397,1132.288,2565.147,6764.077,21.329,15.414,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-10-01T00:00:00.000000000, conversion_rate]",2934.873,1342.146,407.92,5470.265,25.297,20.166,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-10-08T00:00:00.000000000, bounce_rate]",-10194.941,1845.9,-13851.509,-6819.37,39.426,27.907,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-10-08T00:00:00.000000000, session_duration]",12000.323,2462.736,7464.483,16745.69,49.951,36.525,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-10-08T00:00:00.000000000, pages_per_session]",9062.651,1448.215,6208.696,11802.462,26.113,18.868,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-10-08T00:00:00.000000000, nps_score]",5197.395,1279.226,2898.029,7641.858,24.097,17.415,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-10-08T00:00:00.000000000, conversion_rate]",2111.049,965.403,293.416,3934.752,18.196,14.505,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-10-15T00:00:00.000000000, bounce_rate]",-12127.656,2195.838,-16477.421,-8112.159,46.9,33.198,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-10-15T00:00:00.000000000, session_duration]",5854.751,1201.526,3641.792,8169.934,24.37,17.82,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-10-15T00:00:00.000000000, pages_per_session]",9118.25,1457.1,6246.787,11874.869,26.274,18.984,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-10-15T00:00:00.000000000, nps_score]",8381.384,2062.897,4673.398,12323.356,38.859,28.083,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-10-15T00:00:00.000000000, conversion_rate]",3183.736,1455.954,442.51,5934.118,27.442,21.876,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-10-22T00:00:00.000000000, bounce_rate]",-9507.29,1721.394,-12917.222,-6359.403,36.766,26.025,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-10-22T00:00:00.000000000, session_duration]",7911.476,1623.613,4921.124,11039.964,32.932,24.08,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-10-22T00:00:00.000000000, pages_per_session]",11397.813,1821.375,7808.483,14843.587,32.842,23.73,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-10-22T00:00:00.000000000, nps_score]",4495.044,1106.358,2506.403,6609.174,20.841,15.061,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-10-22T00:00:00.000000000, conversion_rate]",3587.066,1640.401,498.569,6685.88,30.919,24.647,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-10-29T00:00:00.000000000, bounce_rate]",-13781.664,2495.314,-18724.664,-9218.52,53.296,37.726,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-10-29T00:00:00.000000000, session_duration]",5746.247,1179.259,3574.301,8018.524,23.919,17.49,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-10-29T00:00:00.000000000, pages_per_session]",11397.813,1821.375,7808.483,14843.587,32.842,23.73,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-10-29T00:00:00.000000000, nps_score]",4003.399,985.35,2232.265,5886.296,18.561,13.414,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-10-29T00:00:00.000000000, conversion_rate]",2342.749,1071.362,325.621,4366.615,20.193,16.097,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-11-05T00:00:00.000000000, bounce_rate]",-13021.081,2357.602,-17691.286,-8709.768,50.355,35.644,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-11-05T00:00:00.000000000, session_duration]",8299.911,1703.328,5162.739,11582.0,34.548,25.262,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-11-05T00:00:00.000000000, pages_per_session]",8173.066,1306.059,5599.254,10643.938,23.55,17.016,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-11-05T00:00:00.000000000, nps_score]",5665.629,1394.472,3159.112,8330.313,26.268,18.984,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-11-05T00:00:00.000000000, conversion_rate]",2771.824,1267.582,385.258,5166.362,23.892,19.045,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-11-12T00:00:00.000000000, bounce_rate]",-10692.446,1935.979,-14527.451,-7152.15,41.35,29.269,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-11-12T00:00:00.000000000, session_duration]",7706.57,1581.561,4793.668,10754.03,32.079,23.456,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-11-12T00:00:00.000000000, pages_per_session]",11509.011,1839.145,7884.664,14988.402,33.162,23.961,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-11-12T00:00:00.000000000, nps_score]",1369.584,337.093,763.67,2013.733,6.35,4.589,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-11-12T00:00:00.000000000, conversion_rate]",3741.533,1711.04,520.039,6973.789,32.25,25.708,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-11-19T00:00:00.000000000, bounce_rate]",-10794.031,1954.372,-14665.471,-7220.1,41.743,29.547,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-11-19T00:00:00.000000000, session_duration]",6210.513,1274.537,3863.085,8666.377,25.851,18.903,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-11-19T00:00:00.000000000, pages_per_session]",8478.861,1354.925,5808.75,11042.18,24.431,17.653,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-11-19T00:00:00.000000000, nps_score]",5010.101,1233.128,2793.595,7366.475,23.229,16.787,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-11-19T00:00:00.000000000, conversion_rate]",3981.815,1820.923,553.436,7421.647,34.321,27.359,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-11-26T00:00:00.000000000, bounce_rate]",-12294.359,2226.022,-16703.915,-8223.666,47.545,33.654,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-11-26T00:00:00.000000000, session_duration]",8991.671,1845.293,5593.03,12547.307,37.428,27.367,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-11-26T00:00:00.000000000, pages_per_session]",13788.574,2203.42,9446.36,17957.12,39.731,28.707,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-11-26T00:00:00.000000000, nps_score]",4389.692,1080.428,2447.659,6454.272,20.352,14.708,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-11-26T00:00:00.000000000, conversion_rate]",3260.97,1491.274,453.245,6078.073,28.108,22.406,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-12-03T00:00:00.000000000, bounce_rate]",-10056.89,1820.905,-13663.944,-6727.028,38.892,27.529,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-12-03T00:00:00.000000000, session_duration]",6995.852,1435.706,4351.584,9762.269,29.12,21.293,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-12-03T00:00:00.000000000, pages_per_session]",7895.07,1261.636,5408.803,10281.899,22.749,16.437,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-12-03T00:00:00.000000000, nps_score]",3523.459,867.223,1964.655,5180.629,16.336,11.806,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-12-03T00:00:00.000000000, conversion_rate]",3149.41,1440.256,437.739,5870.139,27.146,21.64,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-12-10T00:00:00.000000000, bounce_rate]",-15498.186,2806.108,-21056.842,-10366.698,59.934,42.424,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-12-10T00:00:00.000000000, session_duration]",8143.407,1671.21,5065.391,11363.609,33.897,24.786,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-12-10T00:00:00.000000000, pages_per_session]",10258.032,1639.238,7027.635,13359.228,29.558,21.357,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-12-10T00:00:00.000000000, nps_score]",5630.511,1385.829,3139.531,8278.679,26.105,18.866,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-12-10T00:00:00.000000000, conversion_rate]",2162.538,988.95,300.573,4030.722,18.64,14.859,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-12-17T00:00:00.000000000, bounce_rate]",-12466.272,2257.148,-16937.486,-8338.658,48.209,34.125,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-12-17T00:00:00.000000000, session_duration]",5780.533,1186.295,3595.627,8066.367,24.062,17.594,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-12-17T00:00:00.000000000, pages_per_session]",7978.469,1274.963,5465.938,10390.511,22.989,16.611,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-12-17T00:00:00.000000000, nps_score]",4986.69,1227.366,2780.541,7332.053,23.12,16.709,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-12-17T00:00:00.000000000, conversion_rate]",2994.943,1369.617,416.269,5582.23,25.815,20.578,2817.533,1343.844,1.0
"control_contribution_original_scale[2023-12-24T00:00:00.000000000, bounce_rate]",-12541.809,2270.825,-17040.116,-8389.185,48.502,34.332,2184.209,1572.564,1.0
"control_contribution_original_scale[2023-12-24T00:00:00.000000000, session_duration]",7210.439,1479.744,4485.062,10061.711,30.014,21.946,2440.026,1349.841,1.001
"control_contribution_original_scale[2023-12-24T00:00:00.000000000, pages_per_session]",14678.159,2345.576,10055.803,19115.643,42.294,30.559,3056.213,1420.742,1.002
"control_contribution_original_scale[2023-12-24T00:00:00.000000000, nps_score]",2387.992,587.753,1331.527,3511.124,11.072,8.001,2774.916,1321.958,1.0
"control_contribution_original_scale[2023-12-24T00:00:00.000000000, conversion_rate]",3132.247,1432.407,435.353,5838.149,26.998,21.522,2817.533,1343.844,1.0
mu[2022-01-02T00:00:00.000000000],0.824,0.021,0.787,0.864,0.0,0.0,2081.569,1860.042,1.0
mu[2022-01-09T00:00:00.000000000],0.852,0.017,0.818,0.881,0.0,0.0,2378.48,1602.545,1.0
mu[2022-01-16T00:00:00.000000000],0.884,0.012,0.863,0.905,0.0,0.0,1901.557,1882.817,1.0
mu[2022-01-23T00:00:00.000000000],0.849,0.01,0.829,0.866,0.0,0.0,1925.458,1965.76,1.001
mu[2022-01-30T00:00:00.000000000],0.907,0.011,0.888,0.931,0.0,0.0,1991.252,1701.843,1.0
